Order ID,Order Date,Product,Category,Region,Country,Sales,Quantity,Discount,Profit
d038e153-c601-418b-a1fa-01ba231ae7c7,2025-01-27,Tops - Loss,Tops,East,Germany,1704.0,2,0.26,265.39
a43e558c-2215-4f00-9fdf-0e05c0cef31b,2025-04-11,Tops - Let,Tops,South,USA,1019.64,9,0.05,212.89
11836c4f-2492-44c7-ad58-db1bfe31537a,2025-01-27,Tops - Woman,Tops,West,USA,1076.78,8,0.01,165.11
9c3de1b0-022b-4683-9033-da6587cf63fd,2024-12-03,Tops - Toward,Tops,South,Germany,686.09,9,0.17,102.51
59e7703a-70aa-4b0d-aa03-8ad4a667b982,2025-04-10,Bottoms - Degree,Bottoms,East,USA,1188.78,4,0.27,221.87
bf8e8bfa-a0c9-4a72-b68a-cd40b8f14e3c,2024-08-04,Tops - Loss,Tops,South,Germany,717.9,1,0.05,196.58
9db7284b-6965-41d1-ab7e-2e6426c0747e,2025-04-18,Bottoms - Later,Bottoms,South,Germany,174.61,1,0.0,47.56
379d58f9-dc26-4108-b140-11a1afc2ccfc,2025-02-28,Dresses - Rate,Dresses,East,USA,616.8,5,0.24,99.78
23d7e6a1-19b8-44fc-a587-1d8916312fc6,2025-02-03,Dresses - Us,Dresses,West,USA,112.12,2,0.02,20.0
bae1e137-96ee-40e5-9f87-3b46c0a0473a,2024-11-11,Tops - Coach,Tops,South,USA,1958.87,8,0.12,287.17
6dec6bbd-f697-47a1-99fe-3d53624fea4b,2025-03-13,Accessories - Eye,Accessories,North,India,1934.92,5,0.2,193.48
3f6eed9d-23cb-4943-8a84-000350834fef,2024-12-20,Accessories - Eye,Accessories,South,UK,850.8,5,0.07,95.99
3f87dfc2-1591-42f2-a505-da9c46e75a2c,2025-03-24,Bottoms - Risk,Bottoms,South,Germany,1483.9,2,0.03,342.1
b89f3a92-999a-4d86-99db-13028dab66d3,2025-03-10,Tops - Coach,Tops,North,UK,757.03,7,0.23,88.58
f0f7ad22-c76a-4e0f-88f0-91f09b8b38ae,2024-12-07,Tops - Woman,Tops,West,India,1375.08,8,0.19,168.11
d8d994b8-d90f-44e9-86dd-f6cab0c30a59,2025-06-02,Tops - Coach,Tops,North,India,1630.32,1,0.3,341.96
34981735-4d38-4415-a036-35fca88d4108,2024-08-04,Bottoms - Later,Bottoms,West,Germany,1898.84,2,0.1,235.13
304b2370-8270-4238-9b5f-8f39848b34f0,2024-08-28,Dresses - Cold,Dresses,East,Germany,860.4,4,0.02,109.29
a56b61e0-4ba8-44ca-a449-cb6fbf72ae52,2025-04-28,Tops - Loss,Tops,East,UK,1588.27,5,0.22,148.34
cb35097a-e5dd-48f1-88a7-38ab0df83e12,2024-09-03,Tops - Coach,Tops,South,UK,605.26,2,0.16,109.8
62c965b2-7eb0-462a-bd45-74ebf4655a21,2025-01-24,Dresses - Cause,Dresses,South,USA,1981.63,1,0.06,420.18
a3595d1f-7fe4-442e-bdb7-88a61cdcc4c2,2024-11-27,Tops - Let,Tops,East,UK,148.96,9,0.23,19.85
e3837348-873d-48bd-922d-d7be980bc81e,2025-01-07,Tops - Toward,Tops,North,UK,1246.7,1,0.06,242.68
5c70ee97-fca4-4567-8316-d2d6fa4a58ef,2024-11-03,Dresses - Cold,Dresses,East,India,1353.06,4,0.08,320.76
6307d4d1-21c9-415d-9104-5a16ef15ab72,2025-03-07,Tops - Toward,Tops,West,UK,1407.29,2,0.03,359.86
6bbdb66f-9181-4091-96c6-f45cdc5e4e78,2024-08-25,Bottoms - A,Bottoms,South,USA,328.74,4,0.12,84.35
2c3aacdc-aed5-4a46-8bde-005b5d8babd7,2025-01-18,Accessories - Eye,Accessories,North,UK,1883.21,8,0.13,433.93
fcc4091b-f457-47c6-b894-6a15c34201db,2025-02-12,Dresses - Five,Dresses,South,Germany,444.25,8,0.15,80.42
965d744f-0445-41a8-92af-97e4c536c66e,2024-12-14,Dresses - Rate,Dresses,East,USA,1283.23,9,0.21,137.8
373aedf8-431e-430f-8387-f74d1149d096,2025-06-22,Accessories - Two,Accessories,North,Germany,523.08,5,0.27,45.8
f2dcb12b-0f7a-4302-ac2e-28150a3217d2,2024-11-08,Tops - Woman,Tops,East,India,683.71,7,0.04,72.79
495743a2-81b1-4b80-a5e1-b0f5ca0ee8c4,2025-06-10,Dresses - Rate,Dresses,West,USA,1138.27,3,0.02,260.25
c4615234-8044-4eb2-b66e-dbf4a0ea0251,2024-10-25,Dresses - Five,Dresses,East,USA,892.67,4,0.01,231.11
66fba71d-b3a9-4caa-ac6f-6d2e6a59c043,2025-01-24,Bottoms - A,Bottoms,North,UK,404.43,9,0.04,78.32
89a3c811-895c-4fde-a3fa-40691519fd38,2024-10-29,Dresses - Us,Dresses,East,USA,424.78,1,0.2,37.7
15669e36-4708-403b-a716-10c19db54283,2025-05-19,Bottoms - Later,Bottoms,South,India,894.48,2,0.22,144.49
ebc1bb52-82e4-4d4a-943a-c1c54f560ed5,2024-11-16,Bottoms - A,Bottoms,South,India,1538.84,5,0.24,335.83
27c6cbb1-cedd-469d-b96c-9a0a3404c02a,2024-12-02,Bottoms - Risk,Bottoms,North,India,1806.13,3,0.07,368.73
9620bee6-6406-4ace-93a5-e8508950ddd6,2025-04-17,Bottoms - Risk,Bottoms,South,USA,259.84,2,0.09,61.92
a65be22b-d5a3-46d9-8362-a810a2611b8d,2025-02-25,Dresses - Cold,Dresses,West,USA,846.9,1,0.14,189.39
4f67448e-10ec-4b1f-a4a5-c736ae59aa52,2024-12-09,Tops - Loss,Tops,West,UK,290.47,3,0.02,81.53
f413db19-bade-4d5d-afff-15ccb2dc6c34,2025-05-11,Tops - Toward,Tops,North,India,131.53,1,0.18,27.4
3e9639ba-0ed2-4c9d-bd17-5712d8b22277,2025-04-02,Accessories - Better,Accessories,East,UK,1357.27,1,0.3,237.09
1db14bfc-6f3a-4115-acb4-678c16120aa6,2024-10-28,Accessories - Better,Accessories,South,India,1244.65,1,0.11,162.64
0e165b12-9bdc-40d1-9cbf-7b8c74102d5d,2025-02-16,Accessories - Better,Accessories,South,UK,409.74,8,0.23,35.33
a8761e85-bddf-403a-aa84-30f84f2da233,2024-09-26,Bottoms - Degree,Bottoms,East,Germany,544.24,3,0.15,94.15
033e02f7-1e93-4127-acf7-2140bd9bc648,2025-01-29,Bottoms - Where,Bottoms,East,Germany,145.04,1,0.04,17.39
02e7df89-b395-4a98-a320-4ff5b538f96c,2025-01-22,Accessories - Two,Accessories,East,India,1686.4,7,0.17,409.33
58c1aad6-f3f8-4ea4-bf14-eafa29f0ef7c,2024-09-16,Dresses - Five,Dresses,East,UK,1951.91,3,0.09,280.62
d28fcf68-c871-47b3-8468-b74d85e3ade5,2024-11-17,Accessories - Under,Accessories,South,USA,357.37,8,0.01,95.73
5f32d5d8-2abe-4585-825e-0259b88416d2,2025-04-18,Accessories - Two,Accessories,West,USA,539.8,4,0.19,77.62
df9b141e-c7f7-4da1-bff1-5840207e863f,2025-01-24,Tops - Toward,Tops,North,USA,1749.98,4,0.26,213.2
1e38f711-e2ec-43f4-bba1-aed944cdbfdd,2025-06-19,Tops - Coach,Tops,North,UK,1860.28,5,0.1,480.56
55c34853-0783-443c-a65f-ad87c57c7498,2025-04-10,Bottoms - Risk,Bottoms,East,Germany,897.29,6,0.12,136.34
861b4f5b-45a0-4539-ade8-370ace9e9ebd,2024-10-01,Dresses - Rate,Dresses,West,USA,196.18,7,0.27,25.5
f99cea5c-b65a-40f1-8350-ab061059ea28,2024-11-11,Tops - Loss,Tops,South,India,174.84,4,0.24,16.11
7f0386fa-13ba-4c91-a0a5-fde6939f71a2,2024-12-17,Dresses - Five,Dresses,South,Germany,1190.5,8,0.21,220.16
0e3141ec-5c31-4464-82c2-99f07487d772,2024-12-15,Bottoms - Later,Bottoms,North,India,846.5,6,0.07,124.2
2ab8bd33-911f-430b-9bff-00b07fe670f3,2024-11-26,Accessories - Worker,Accessories,East,UK,154.44,1,0.27,24.48
c5f8e2f8-414f-4994-a845-77805e20c957,2024-06-25,Bottoms - Degree,Bottoms,West,USA,1208.18,1,0.05,250.52
ac93281a-92eb-4ab0-a4ee-c67c1a57f9e4,2025-04-03,Accessories - Under,Accessories,North,India,121.47,9,0.19,23.99
bda3c162-3a78-464a-9d86-80cbb90800f3,2024-07-08,Tops - Woman,Tops,West,UK,1596.01,6,0.01,393.51
dbd30aec-0b46-4173-80a8-547382425912,2024-10-13,Dresses - Rate,Dresses,East,USA,682.22,8,0.19,112.12
0bc57207-3e9a-4c86-8325-4fbddce8e1c5,2025-02-11,Dresses - Us,Dresses,East,UK,176.49,7,0.08,26.99
eb93f78c-620a-4158-9d2d-904f78c59073,2024-07-01,Accessories - Two,Accessories,North,India,1217.87,6,0.13,283.42
f5d8fb91-ee60-41ac-add0-622e266bf2ea,2025-01-12,Accessories - Under,Accessories,East,Germany,855.6,4,0.1,124.73
cd98f9e2-8d88-4beb-890d-9655db842660,2024-08-16,Accessories - Two,Accessories,West,India,1950.22,7,0.05,373.32
a7dc2bc0-bd9c-4693-b6ca-1127e9f87970,2025-06-05,Dresses - Us,Dresses,West,India,1133.98,9,0.19,165.56
3f8e2d0d-5261-4dec-b979-d5f56b5bc975,2024-10-20,Accessories - Eye,Accessories,North,Germany,622.95,7,0.26,124.93
51e744e4-b864-4a08-aa75-752d6a8fcacb,2024-06-27,Accessories - Worker,Accessories,East,UK,1447.93,1,0.29,191.61
92502e59-13f0-4822-9374-8a1145712959,2024-10-19,Dresses - Cause,Dresses,South,UK,615.83,9,0.06,102.59
ac5f12ef-8085-4147-9e91-0f365f705b25,2024-09-19,Dresses - Rate,Dresses,East,India,1818.06,4,0.22,337.45
3922a7e4-2de9-42f8-8d7b-ec04e6e59b32,2024-09-16,Bottoms - Risk,Bottoms,North,India,811.97,3,0.2,143.22
0bc1f9e5-fb3d-4063-8409-c5eacde918b3,2025-05-23,Bottoms - A,Bottoms,North,UK,1144.75,4,0.1,125.13
e0827f76-11a5-49b4-a6a3-02d6f43e8c48,2024-10-25,Tops - Woman,Tops,South,Germany,196.09,4,0.01,39.14
c605e58a-4845-4343-9db4-49dc77106966,2024-07-03,Dresses - Cause,Dresses,North,USA,909.63,2,0.21,177.56
161d5c87-53c9-4e59-8f89-e3b2d847dc53,2025-04-20,Accessories - Better,Accessories,North,Germany,1681.49,1,0.28,361.28
5e717fca-020a-4497-b4ed-51458d9765c7,2025-05-10,Bottoms - Degree,Bottoms,South,India,1630.73,1,0.19,298.3
c8d57717-9055-436f-8aa5-f9d3335f2f59,2025-03-19,Tops - Woman,Tops,South,UK,526.21,8,0.13,79.68
3e19fc1d-9f6a-4a65-bd54-da044dcd0009,2025-05-10,Bottoms - Risk,Bottoms,West,Germany,529.55,2,0.16,64.6
f8cbab4c-9779-4e84-9e47-2e2276c3e642,2024-10-10,Tops - Toward,Tops,North,India,1652.88,5,0.06,426.6
c6a07656-c5c9-4b91-bf6e-f9ed7e4ce29f,2025-06-16,Accessories - Two,Accessories,South,USA,1867.76,4,0.23,378.12
8beb4e78-e683-43a3-bb82-b7963207343e,2025-01-26,Accessories - Worker,Accessories,West,USA,281.19,8,0.22,32.19
268b84b6-3ec0-4285-8bc4-ec0ec2aef674,2025-01-09,Dresses - Us,Dresses,North,Germany,955.11,2,0.04,128.48
061efb95-68f8-4063-aeb1-9ad201a1fb0f,2025-01-27,Accessories - Eye,Accessories,South,India,741.16,9,0.26,133.29
a2cd1590-58af-493c-8aa2-b4c93ba5bd76,2025-02-01,Bottoms - Degree,Bottoms,North,India,1754.31,7,0.08,263.06
0274ce40-e090-46b6-b186-a5a8d6ee526b,2025-06-19,Bottoms - A,Bottoms,West,USA,258.7,7,0.29,29.62
c2492e5e-005f-40e6-95c3-b2dbf374190d,2025-02-01,Tops - Let,Tops,East,UK,501.14,1,0.11,58.19
bcf2fc3b-d958-44c2-a053-8c1ba84510a1,2024-08-24,Bottoms - Degree,Bottoms,North,UK,1529.69,2,0.05,222.04
34879e41-1a9c-472a-8eb9-047dba2ac3d9,2024-07-31,Bottoms - Degree,Bottoms,North,Germany,197.46,4,0.11,32.6
6b790d01-3cf8-4d20-bbad-793f87a1ec02,2024-07-09,Bottoms - Risk,Bottoms,North,Germany,1035.82,4,0.13,222.2
f8f9a45d-0f55-4896-b610-396b7df59abf,2024-12-20,Accessories - Under,Accessories,North,USA,940.0,3,0.02,154.08
47a2a10b-b62e-4b49-a472-96a4ff38b918,2024-11-10,Tops - Toward,Tops,South,India,735.36,7,0.17,101.15
3b41c943-ebd8-43b1-8b3d-0c3617d09810,2024-08-24,Bottoms - Degree,Bottoms,East,UK,849.69,8,0.18,109.38
69be173a-850e-40ad-9872-f72ee5b4a1ae,2024-08-17,Accessories - Eye,Accessories,North,UK,1106.89,2,0.22,168.92
755d814b-5f5b-4255-a544-9887b36ab3ed,2024-10-05,Dresses - Rate,Dresses,South,UK,406.6,4,0.01,54.8
94ad6252-15bc-4a3e-bf76-55d7f97c6c3c,2024-11-14,Dresses - Us,Dresses,East,UK,1186.79,3,0.16,196.52
a3209116-222d-46a4-8163-b6ce1877bc06,2025-06-05,Bottoms - A,Bottoms,West,USA,1630.32,2,0.02,384.79
97867b12-1328-4726-a4f4-34d6d1e91691,2025-02-06,Bottoms - A,Bottoms,West,UK,1544.31,6,0.21,129.27
a995ecc3-6f5b-49a6-8ff1-c51f915cb31b,2024-09-30,Bottoms - Degree,Bottoms,West,India,392.41,4,0.02,39.21
4aab47b2-3c9d-428a-a176-1930f6d70248,2024-09-23,Accessories - Eye,Accessories,West,UK,383.57,6,0.27,32.21
ed1115d7-50a4-4c85-99d5-7b0242d04d55,2024-10-02,Dresses - Cause,Dresses,West,Germany,609.53,2,0.21,99.74
d4f76322-b362-40d2-a498-8bdecd0254db,2025-05-05,Dresses - Us,Dresses,East,India,786.04,4,0.15,180.99
73e7f042-516c-4b0a-9385-3918bc4015fa,2024-10-19,Accessories - Eye,Accessories,North,UK,876.07,6,0.13,76.96
f18cccdc-131e-4723-bbcd-f203459ee674,2024-07-30,Tops - Woman,Tops,West,USA,1391.42,5,0.04,383.81
c5285425-c7a9-433c-a2d8-39d333e4f986,2025-02-01,Dresses - Us,Dresses,North,USA,207.69,3,0.09,22.92
1b0c62eb-27c8-4c6c-9be5-a4c395af6d0c,2024-11-27,Accessories - Eye,Accessories,North,UK,165.88,8,0.26,32.95
50647c59-774f-4354-b316-ce642a147a96,2025-02-01,Accessories - Eye,Accessories,North,Germany,844.63,7,0.27,121.2
5bb8b9c8-8932-49f3-9ee8-9a4c681134e2,2025-06-16,Tops - Loss,Tops,North,USA,1424.61,3,0.0,330.33
73b0d676-3527-45c8-8534-ca08f6f24d1c,2024-09-17,Accessories - Eye,Accessories,North,India,467.53,6,0.18,77.49
da3c45ca-43d7-4f2b-b69d-e1e34eed4124,2025-04-06,Bottoms - Later,Bottoms,East,Germany,1318.86,4,0.22,201.02
cebeabaa-2859-4b34-9725-d2c71eb2a7b8,2024-07-24,Accessories - Two,Accessories,North,USA,593.67,5,0.19,128.38
b46788bd-d38e-43e4-8de1-087bafa14a55,2025-04-02,Accessories - Under,Accessories,East,Germany,1783.56,5,0.02,439.03
370b9a29-0a53-4df9-9a72-083cb266986c,2024-10-29,Bottoms - Where,Bottoms,East,USA,1801.81,7,0.07,329.57
25f88c74-53ea-4919-9b48-62c2d5ff2a1f,2025-04-28,Bottoms - A,Bottoms,North,USA,664.85,5,0.08,74.82
f7e9101d-3f8b-4433-b60e-695c1759ba96,2024-12-29,Accessories - Two,Accessories,East,Germany,536.99,3,0.25,49.57
0c880714-8372-47e0-a570-46ea5b11f51f,2024-08-31,Tops - Toward,Tops,West,UK,881.48,5,0.14,197.33
d1f16485-429a-4a7c-8c80-d33aad5be3c8,2024-12-31,Tops - Coach,Tops,West,UK,557.01,7,0.15,97.47
f3bc9a71-07f4-4ee5-ac82-989ffd9cfbb0,2025-05-11,Tops - Toward,Tops,West,Germany,1377.53,5,0.28,194.71
8e52fc42-73c3-44a6-9ac7-26b667863fb3,2025-06-09,Bottoms - Degree,Bottoms,North,USA,1669.52,5,0.19,319.3
183fea70-3ff6-479e-8cd4-b90abf8211bc,2025-03-19,Accessories - Better,Accessories,West,USA,1378.88,9,0.27,273.56
cb371d97-cdcc-4d6a-9a16-998c7648776e,2025-03-24,Bottoms - Degree,Bottoms,South,USA,1666.27,3,0.14,323.53
0fc98d2e-030f-4be9-9f17-8f9323c97a1e,2025-02-03,Tops - Woman,Tops,South,USA,854.29,6,0.04,207.14
38e7e019-fb89-46c8-87ec-fe71d49347fc,2025-05-09,Accessories - Worker,Accessories,South,USA,397.0,1,0.28,72.33
668c879b-d2dc-42c8-b2b8-d8aa21768dd7,2025-06-12,Accessories - Two,Accessories,West,UK,1502.11,5,0.14,221.23
f004e897-a15b-4e18-afb0-64065f4b1a97,2024-08-01,Tops - Woman,Tops,East,USA,784.9,8,0.05,115.44
960be0f4-9513-4c22-9583-9b99a50a13dc,2025-02-11,Dresses - Cause,Dresses,South,Germany,1375.41,5,0.09,325.71
13325c31-d010-418a-aadc-9960424211e2,2025-03-01,Accessories - Better,Accessories,East,USA,614.22,9,0.02,105.6
329fc417-1081-4d45-bf45-f8a20594b24f,2024-10-19,Bottoms - Later,Bottoms,East,USA,254.34,6,0.14,61.39
cf2e3296-7184-4713-a55f-65b7e709fba6,2024-07-09,Tops - Loss,Tops,North,UK,1985.91,8,0.26,167.44
d8e70aeb-e7b3-4085-978b-e96820f87ba2,2025-04-04,Dresses - Cause,Dresses,South,India,396.78,8,0.28,31.89
1f5df912-54e0-4431-8f13-3b65d450afa2,2025-05-04,Bottoms - A,Bottoms,North,India,1978.0,3,0.28,406.46
0cf697a5-7603-436c-b139-4e3c0aee2557,2025-02-03,Dresses - Cause,Dresses,North,USA,1956.83,7,0.04,431.49
6ee35607-92ea-4324-ac93-e5962b015723,2024-11-20,Tops - Toward,Tops,North,UK,1608.25,7,0.11,251.8
7f0223bc-651e-4252-b974-4cded259f960,2024-07-25,Tops - Woman,Tops,West,USA,1352.9,6,0.01,336.2
6d39da75-aee7-4ab2-a1fa-8e7a078c26ce,2025-04-23,Tops - Loss,Tops,North,India,1197.83,7,0.26,207.83
e886a011-36f7-426c-9a9c-06792c3d17e2,2024-07-16,Accessories - Eye,Accessories,East,UK,1745.59,2,0.11,320.41
722dce13-47a4-4c42-8665-34972fe922aa,2025-06-18,Tops - Loss,Tops,South,Germany,649.94,9,0.19,63.06
9d3616a1-08de-4921-a60c-b547e2280fe3,2025-04-20,Tops - Let,Tops,East,Germany,988.59,1,0.21,204.96
a5b40983-3eeb-404a-9df2-372e9e825aae,2024-11-01,Accessories - Worker,Accessories,South,UK,1276.84,1,0.13,303.49
e1fdc6d1-6978-4221-bfb7-5c574b8c031f,2024-11-07,Dresses - Us,Dresses,West,Germany,881.26,3,0.09,107.81
1674eb65-0f9c-4300-baa1-c5678cf9eea9,2025-06-01,Tops - Coach,Tops,South,UK,912.22,3,0.29,174.94
6b52f93c-2321-464e-a20d-4a1f479f6628,2025-05-08,Dresses - Us,Dresses,South,USA,727.54,1,0.29,142.35
cc152a1b-e278-4642-a484-e035330faaa3,2024-12-10,Dresses - Rate,Dresses,South,USA,1172.04,7,0.09,223.85
fe7c80e9-a179-4e93-bfc8-25ac869bc00f,2024-12-03,Accessories - Eye,Accessories,South,India,1716.09,4,0.14,341.27
04ffeab2-cb7b-4b3a-8b2d-158acd5ae324,2025-06-21,Tops - Let,Tops,East,USA,482.9,2,0.29,60.5
b69f75c5-c82b-41be-a1eb-64e6fd498e20,2025-05-28,Dresses - Cause,Dresses,South,USA,1875.42,5,0.0,293.24
c80c2195-8b65-44ce-bacc-99705beec570,2024-08-10,Bottoms - Where,Bottoms,North,India,1409.27,6,0.12,303.09
90ce82e8-e9a5-4368-9812-9eb27c13f47a,2025-05-28,Dresses - Cause,Dresses,South,UK,1664.22,9,0.03,439.69
453b45fe-636c-4499-9254-aad3809cd839,2025-04-20,Tops - Loss,Tops,North,USA,1156.76,4,0.15,226.95
98dc9e0b-51a1-45df-86ac-10102e0869c1,2024-09-21,Bottoms - A,Bottoms,West,USA,1581.08,2,0.01,316.68
cf89569d-e550-4736-8780-6e713811b519,2025-04-11,Dresses - Five,Dresses,North,USA,130.78,5,0.12,15.17
cf03f0c8-0eff-45bd-87eb-340dc74e48ff,2025-03-05,Accessories - Two,Accessories,East,India,1654.92,3,0.07,170.36
5b80b8d1-8788-4fed-b8c0-4ed8fdd4ff21,2025-05-20,Dresses - Cause,Dresses,North,UK,176.26,2,0.16,28.0
3b964c74-ffe6-4994-9580-4c2ac44fc4b8,2025-02-13,Bottoms - A,Bottoms,East,India,1790.84,1,0.3,137.73
3f738f50-19a2-476f-a8dd-2bfdf956be95,2025-06-20,Accessories - Under,Accessories,North,Germany,1984.73,2,0.24,322.6
889fe107-443b-4d0f-bdbc-3093a8284442,2024-06-29,Accessories - Better,Accessories,South,USA,658.73,6,0.25,87.22
bcaff931-ead1-4464-8a8e-858cd0f81063,2025-02-26,Dresses - Us,Dresses,West,Germany,499.61,8,0.19,101.75
f2a32efd-ff13-4c80-8398-c3320e500785,2025-04-22,Bottoms - Degree,Bottoms,East,UK,1554.19,3,0.01,247.92
fb8fe8c4-d8b4-4ead-9360-8edf382b5b86,2025-02-25,Accessories - Eye,Accessories,East,USA,580.75,9,0.06,119.33
ef69a980-5ad4-49ef-a36f-a890cc21cbdb,2024-11-20,Bottoms - A,Bottoms,South,Germany,1744.57,9,0.28,260.68
2c78644f-d860-45a2-bdd5-b0f8d6d744fd,2024-07-16,Dresses - Rate,Dresses,South,Germany,295.4,2,0.11,26.54
5168bbf2-97af-4bde-bc8e-9d782d14e9f4,2024-10-21,Bottoms - Where,Bottoms,North,Germany,339.31,8,0.03,37.68
5bd93609-b297-4782-bcf4-74aace63cb1a,2025-01-14,Bottoms - Where,Bottoms,East,USA,1960.39,5,0.21,244.81
b4157cea-0738-4ba4-9770-a3dbe9fa97e2,2024-07-10,Tops - Loss,Tops,North,USA,1380.29,4,0.09,347.24
91519998-f293-4585-9a07-d758b357f3f9,2024-10-27,Bottoms - A,Bottoms,South,USA,1709.09,5,0.08,203.47
f2c84743-9027-4770-a460-d0d2904883c1,2025-01-20,Tops - Woman,Tops,East,USA,716.23,4,0.3,121.42
cf767343-fced-4994-9631-c383303014d0,2025-01-30,Accessories - Eye,Accessories,West,India,1385.32,8,0.26,302.08
8ac8ad93-7e02-421d-b86b-543ae1b243cc,2024-08-22,Dresses - Rate,Dresses,West,Germany,1229.06,4,0.12,279.17
09b7fdf7-7d8d-4ddd-acf1-49cb4f1e1a37,2024-10-29,Accessories - Eye,Accessories,East,India,1245.99,6,0.29,131.45
9a069295-3b8d-4447-8e61-065f171b1b80,2025-01-06,Tops - Toward,Tops,East,UK,1396.81,2,0.2,314.75
7a5d7c82-86c5-447c-851a-00393803dcee,2025-03-22,Bottoms - A,Bottoms,South,Germany,1193.18,5,0.22,110.4
9d37efb6-eafb-4e90-94ec-84ce002ccb25,2024-09-18,Accessories - Better,Accessories,East,USA,915.22,6,0.01,175.44
573bfc17-2167-435e-8e73-34f233932b6c,2024-08-23,Dresses - Cause,Dresses,East,USA,624.25,5,0.04,166.31
cd6bb03b-eb35-47a0-ad6e-0291b7893986,2024-07-14,Accessories - Better,Accessories,West,USA,1560.3,2,0.19,288.48
0f3f0f48-52d6-4779-9e43-79cbd8230076,2025-03-13,Bottoms - Degree,Bottoms,South,India,529.92,7,0.27,70.69
b466fab6-962c-44dd-a5d0-7461059c1574,2025-04-05,Accessories - Eye,Accessories,North,USA,1415.47,4,0.19,181.8
1c654aa2-c63c-421d-a443-5958eacf33a9,2024-11-24,Tops - Let,Tops,East,Germany,543.33,8,0.04,91.29
5d696bc8-dc54-459b-86bb-42c7d8b2f8b6,2024-12-15,Accessories - Two,Accessories,South,Germany,1288.13,7,0.03,252.13
b45c9a54-5fa3-4531-9291-6e60f5e72daf,2025-04-13,Tops - Loss,Tops,South,UK,1519.45,7,0.25,186.67
96053035-6545-4030-a981-fa54f121e129,2025-02-11,Dresses - Cause,Dresses,West,Germany,515.56,9,0.04,145.41
52961fb3-4d40-4b28-9628-ddcd19dd3e8c,2025-02-03,Tops - Coach,Tops,East,USA,213.89,1,0.16,51.5
bb7b6c05-2852-4ca2-b9d2-014a22ee7f07,2025-01-07,Bottoms - Degree,Bottoms,East,Germany,348.85,6,0.01,94.68
a3a6ef83-cab6-4107-afd6-9b3af2dd9456,2024-07-29,Dresses - Us,Dresses,South,Germany,1251.39,6,0.02,226.1
51397c06-a630-4d9d-bcb9-23f5f5edf382,2024-09-19,Dresses - Cause,Dresses,East,India,1713.95,6,0.2,326.69
8fddbebc-f7ff-48d4-b509-f08a2c988bca,2024-12-09,Bottoms - A,Bottoms,West,Germany,185.49,6,0.21,41.11
9d1c0838-edc8-4ca8-a3bc-d6f3b18d2c8c,2024-10-15,Tops - Coach,Tops,West,UK,1494.89,7,0.1,363.37
aa604892-3926-42e9-9b58-eb49c9784b52,2025-04-26,Dresses - Cause,Dresses,West,Germany,748.51,6,0.06,128.66
60ddc7f1-2ce3-4822-9080-12b896c56fe7,2024-11-25,Dresses - Cold,Dresses,East,India,1009.2,1,0.24,93.94
4b657bcc-b041-4f19-bbe7-18354e8bf78a,2024-08-21,Tops - Woman,Tops,East,India,1864.83,3,0.07,199.66
0075d3d5-ba94-4a66-ad7e-4a452099e71f,2024-08-15,Bottoms - Risk,Bottoms,West,Germany,730.75,2,0.16,132.23
92a54d04-f2dd-41f5-b3b6-d344f2e3c6f0,2024-11-02,Bottoms - Later,Bottoms,North,Germany,984.14,6,0.29,159.68
c55523ed-fe89-46c8-99cb-3540643ffdae,2024-07-27,Bottoms - Degree,Bottoms,South,India,126.0,8,0.04,32.66
